entry,at,order
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (655) | #2 ""Megan @ YhjZMT3yjF"" (662) | #3 ""Peter @ YOLNz3ZCNR"" (313) | #9 ""grandpashortz @ b8EutyhaTC"" (587) | #10 ""Cam @ -CWFnEN9Li"" (383)",2026-02-05T03:48:32.289Z,177026331228903
"-- starting hand #24 (id: khgokf7igxom)  No Limit Texas Hold'em (dealer: ""Megan @ YhjZMT3yjF"") --",2026-02-05T03:48:32.289Z,177026331228902
"The player ""stoneman42069666 @ 2YpVmUeLk7"" quits the game with a stack of 0.",2026-02-05T03:48:32.289Z,177026331228901
"The player ""Ian @ yrSbbM5VuT"" quits the game with a stack of 0.",2026-02-05T03:48:32.289Z,177026331228900
"""grandpashortz @ b8EutyhaTC"" shows a 7♣, 5♥.",2026-02-05T03:48:30.477Z,177026331047700
"-- ending hand #23 --",2026-02-05T03:48:25.787Z,177026330578702
"""Connor @ SgqM1BL9TF"" collected 8 from pot with Two Pair, Q's & 5's (combination: 10♠, 5♣, 5♦, Q♥, Q♠)",2026-02-05T03:48:25.787Z,177026330578701
"""Connor @ SgqM1BL9TF"" collected 135 from pot with Two Pair, Q's & 5's (combination: 10♠, 5♣, 5♦, Q♥, Q♠)",2026-02-05T03:48:25.787Z,177026330578700
"River: Q♠, 5♣, 3♠, 9♥ [5♦]",2026-02-05T03:48:21.783Z,177026330178300
"Turn: Q♠, 5♣, 3♠ [9♥]",2026-02-05T03:48:17.776Z,177026329777600
"Flop:  [Q♠, 5♣, 3♠]",2026-02-05T03:48:13.770Z,177026329377000
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 8♦, 7♠.",2026-02-05T03:48:09.730Z,177026328973002
"""Ian @ yrSbbM5VuT"" shows a A♣, 10♦.",2026-02-05T03:48:09.730Z,177026328973001
"""Connor @ SgqM1BL9TF"" shows a Q♥, 10♠.",2026-02-05T03:48:09.730Z,177026328973000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:48:08.891Z,177026328889100
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:48:07.994Z,177026328799400
"""Connor @ SgqM1BL9TF"" calls 48",2026-02-05T03:48:06.249Z,177026328624900
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:48:00.650Z,177026328065000
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:47:59.760Z,177026327976000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 44 and go all in",2026-02-05T03:47:57.727Z,177026327772700
"""Ian @ yrSbbM5VuT"" raises to 48 and go all in",2026-02-05T03:47:54.954Z,177026327495400
"""Peter @ YOLNz3ZCNR"" posts a big blind of 2",2026-02-05T03:47:49.484Z,177026326948411
"""Megan @ YhjZMT3yjF"" posts a small blind of 1",2026-02-05T03:47:49.484Z,177026326948410
"Your hand is A♣, 10♦",2026-02-05T03:47:49.484Z,177026326948406
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (560) | #2 ""Megan @ YhjZMT3yjF"" (663) | #3 ""Peter @ YOLNz3ZCNR"" (315) | #5 ""Ian @ yrSbbM5VuT"" (48) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (44) | #9 ""grandpashortz @ b8EutyhaTC"" (587) | #10 ""Cam @ -CWFnEN9Li"" (383)",2026-02-05T03:47:49.484Z,177026326948402
"-- starting hand #23 (id: iccore86aiyf)  No Limit Texas Hold'em (dealer: ""Connor @ SgqM1BL9TF"") --",2026-02-05T03:47:49.484Z,177026326948401
"The player ""Will @ AVS4WBKGHg"" quits the game with a stack of 0.",2026-02-05T03:47:49.484Z,177026326948400
"""Peter @ YOLNz3ZCNR"" shows a J♥, 8♥.",2026-02-05T03:47:45.794Z,177026326579400
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 9♦, Q♥.",2026-02-05T03:47:45.375Z,177026326537500
"-- ending hand #22 --",2026-02-05T03:47:42.462Z,177026326246203
"""Megan @ YhjZMT3yjF"" collected 657 from pot with Full House, 6's over 9's (combination: 9♣, 9♥, 6♦, 6♣, 6♥)",2026-02-05T03:47:42.462Z,177026326246202
"""Megan @ YhjZMT3yjF"" shows a 9♣, 6♦.",2026-02-05T03:47:42.462Z,177026326246201
"""Will @ AVS4WBKGHg"" shows a 6♠, 8♠.",2026-02-05T03:47:42.462Z,177026326246200
"""Megan @ YhjZMT3yjF"" calls 167",2026-02-05T03:47:41.595Z,177026326159500
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:47:40.003Z,177026326000300
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:47:35.808Z,177026325580800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 167",2026-02-05T03:47:34.888Z,177026325488800
"""Will @ AVS4WBKGHg"" raises to 167 and go all in",2026-02-05T03:47:33.130Z,177026325313000
"""Megan @ YhjZMT3yjF"" raises to 125",2026-02-05T03:47:30.459Z,177026325045900
"""Connor @ SgqM1BL9TF"" bets 5",2026-02-05T03:47:22.068Z,177026324206800
"River: 10♦, 9♥, 6♣, 2♦ [6♥]",2026-02-05T03:47:17.635Z,177026323763500
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:47:16.756Z,177026323675600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:47:15.189Z,177026323518900
"""Will @ AVS4WBKGHg"" calls 2",2026-02-05T03:47:13.353Z,177026323335300
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:47:12.471Z,177026323247100
"""Connor @ SgqM1BL9TF"" bets 2",2026-02-05T03:47:09.459Z,177026322945900
"Turn: 10♦, 9♥, 6♣ [2♦]",2026-02-05T03:46:54.471Z,177026321447100
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:46:53.658Z,177026321365800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 21",2026-02-05T03:46:49.976Z,177026320997600
"""Will @ AVS4WBKGHg"" calls 21",2026-02-05T03:46:47.830Z,177026320783000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:46:46.946Z,177026320694600
"""Megan @ YhjZMT3yjF"" calls 21",2026-02-05T03:46:42.126Z,177026320212600
"""Connor @ SgqM1BL9TF"" calls 21",2026-02-05T03:46:40.770Z,177026320077000
"""Cam @ -CWFnEN9Li"" raises to 21",2026-02-05T03:46:39.028Z,177026319902800
"""grandpashortz @ b8EutyhaTC"" calls 10",2026-02-05T03:46:33.979Z,177026319397900
"""stoneman42069666 @ 2YpVmUeLk7"" calls 10",2026-02-05T03:46:30.898Z,177026319089800
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:46:29.552Z,177026318955200
"""Will @ AVS4WBKGHg"" calls 10",2026-02-05T03:46:27.449Z,177026318744900
"""Peter @ YOLNz3ZCNR"" calls 10",2026-02-05T03:46:26.578Z,177026318657800
"""Megan @ YhjZMT3yjF"" bets 10",2026-02-05T03:46:24.880Z,177026318488000
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:46:19.312Z,177026317931200
"Flop:  [10♦, 9♥, 6♣]",2026-02-05T03:45:51.546Z,177026315154600
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T03:45:50.707Z,177026315070700
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:45:49.463Z,177026314946300
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:45:48.553Z,177026314855300
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:45:47.643Z,177026314764300
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:45:45.147Z,177026314514700
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T03:45:44.241Z,177026314424100
"""Will @ AVS4WBKGHg"" calls 2",2026-02-05T03:45:42.006Z,177026314200600
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:45:41.113Z,177026314111300
"""Megan @ YhjZMT3yjF"" posts a big blind of 2",2026-02-05T03:45:33.617Z,177026313361711
"""Connor @ SgqM1BL9TF"" posts a small blind of 1",2026-02-05T03:45:33.617Z,177026313361710
"Your hand is 5♠, K♣",2026-02-05T03:45:33.617Z,177026313361706
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (590) | #2 ""Megan @ YhjZMT3yjF"" (198) | #3 ""Peter @ YOLNz3ZCNR"" (327) | #4 ""Will @ AVS4WBKGHg"" (192) | #5 ""Ian @ yrSbbM5VuT"" (50) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (236) | #9 ""grandpashortz @ b8EutyhaTC"" (599) | #10 ""Cam @ -CWFnEN9Li"" (408)",2026-02-05T03:45:33.617Z,177026313361701
"-- starting hand #22 (id: xp7cj3wubirk)  No Limit Texas Hold'em (dealer: ""Cam @ -CWFnEN9Li"") --",2026-02-05T03:45:33.617Z,177026313361700
"-- ending hand #21 --",2026-02-05T03:45:27.609Z,177026312760903
"""stoneman42069666 @ 2YpVmUeLk7"" collected 18 from pot with Pair, A's (combination: 10♣, J♥, K♦, A♥, A♣)",2026-02-05T03:45:27.609Z,177026312760902
"""stoneman42069666 @ 2YpVmUeLk7"" shows a J♥, 10♣.",2026-02-05T03:45:27.609Z,177026312760901
"""Ian @ yrSbbM5VuT"" shows a 3♣, 5♣.",2026-02-05T03:45:27.609Z,177026312760900
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:45:26.786Z,177026312678600
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:45:25.646Z,177026312564600
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:45:24.753Z,177026312475300
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:45:23.457Z,177026312345700
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:45:20.625Z,177026312062500
"""Ian @ yrSbbM5VuT"" bets 2",2026-02-05T03:45:13.614Z,177026311361400
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T03:45:10.780Z,177026311078000
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:45:09.347Z,177026310934700
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:45:07.776Z,177026310777600
"River: A♥, 4♥, 9♠, K♦ [A♣]",2026-02-05T03:45:04.070Z,177026310407000
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:45:03.237Z,177026310323700
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:44:58.967Z,177026309896700
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T03:44:57.681Z,177026309768100
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T03:44:54.829Z,177026309482900
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:44:53.232Z,177026309323200
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:44:46.465Z,177026308646500
"Turn: A♥, 4♥, 9♠ [K♦]",2026-02-05T03:44:41.625Z,177026308162500
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:44:40.813Z,177026308081300
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:44:39.866Z,177026307986600
"""Ian @ yrSbbM5VuT"" checks",2026-02-05T03:44:38.273Z,177026307827300
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T03:44:35.383Z,177026307538300
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:44:34.107Z,177026307410700
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:44:24.472Z,177026306447200
"Flop:  [A♥, 4♥, 9♠]",2026-02-05T03:44:16.902Z,177026305690200
"""Connor @ SgqM1BL9TF"" checks",2026-02-05T03:44:16.091Z,177026305609100
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:44:15.184Z,177026305518400
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:44:14.280Z,177026305428000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:44:11.665Z,177026305166500
"""Ian @ yrSbbM5VuT"" calls 2",2026-02-05T03:44:10.752Z,177026305075200
"""Will @ AVS4WBKGHg"" folds",2026-02-05T03:44:08.625Z,177026304862500
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:44:07.709Z,177026304770900
"""Megan @ YhjZMT3yjF"" calls 2",2026-02-05T03:44:04.697Z,177026304469700
"""Connor @ SgqM1BL9TF"" posts a big blind of 2",2026-02-05T03:43:57.718Z,177026303771811
"""Cam @ -CWFnEN9Li"" posts a small blind of 1",2026-02-05T03:43:57.718Z,177026303771810
"Your hand is 3♣, 5♣",2026-02-05T03:43:57.718Z,177026303771806
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (592) | #2 ""Megan @ YhjZMT3yjF"" (200) | #3 ""Peter @ YOLNz3ZCNR"" (327) | #4 ""Will @ AVS4WBKGHg"" (192) | #5 ""Ian @ yrSbbM5VuT"" (54) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (222) | #9 ""grandpashortz @ b8EutyhaTC"" (601) | #10 ""Cam @ -CWFnEN9Li"" (412)",2026-02-05T03:43:57.718Z,177026303771801
"-- starting hand #21 (id: hc6sy0y32pdc)  No Limit Texas Hold'em (dealer: ""grandpashortz @ b8EutyhaTC"") --",2026-02-05T03:43:57.718Z,177026303771800
"""Will @ AVS4WBKGHg"" shows a 6♣, 8♠.",2026-02-05T03:43:55.065Z,177026303506500
"-- ending hand #20 --",2026-02-05T03:43:51.208Z,177026303120803
"""stoneman42069666 @ 2YpVmUeLk7"" collected 134 from pot with Pair, K's (combination: 8♥, 9♥, J♥, K♥, K♠)",2026-02-05T03:43:51.208Z,177026303120802
"""stoneman42069666 @ 2YpVmUeLk7"" shows a K♥, 9♥.",2026-02-05T03:43:51.208Z,177026303120801
"""Cam @ -CWFnEN9Li"" shows a 6♥, 4♠.",2026-02-05T03:43:51.208Z,177026303120800
"""stoneman42069666 @ 2YpVmUeLk7"" calls 21",2026-02-05T03:43:50.368Z,177026303036800
"""Cam @ -CWFnEN9Li"" bets 21",2026-02-05T03:43:48.057Z,177026302805700
"River: 2♦, K♠, 8♥, 6♠ [J♥]",2026-02-05T03:43:43.203Z,177026302320300
"""stoneman42069666 @ 2YpVmUeLk7"" calls 21",2026-02-05T03:43:42.362Z,177026302236200
"""Cam @ -CWFnEN9Li"" bets 21",2026-02-05T03:43:39.498Z,177026301949800
"Turn: 2♦, K♠, 8♥ [6♠]",2026-02-05T03:43:32.796Z,177026301279600
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:43:31.952Z,177026301195200
"""Cam @ -CWFnEN9Li"" calls 21",2026-02-05T03:43:25.369Z,177026300536900
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:43:23.779Z,177026300377900
"""stoneman42069666 @ 2YpVmUeLk7"" bets 21",2026-02-05T03:43:16.360Z,177026299636000
"""Peter @ YOLNz3ZCNR"" checks",2026-02-05T03:43:06.157Z,177026298615700
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:42:55.850Z,177026297585000
"""grandpashortz @ b8EutyhaTC"" checks",2026-02-05T03:42:54.883Z,177026297488300
"Flop:  [2♦, K♠, 8♥]",2026-02-05T03:42:42.639Z,177026296263900
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:42:41.830Z,177026296183000
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:42:40.889Z,177026296088900
"""stoneman42069666 @ 2YpVmUeLk7"" calls 2",2026-02-05T03:42:39.998Z,177026295999800
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:42:38.148Z,177026295814800
"""Will @ AVS4WBKGHg"" folds",2026-02-05T03:42:37.258Z,177026295725800
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:42:35.674Z,177026295567400
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:42:27.051Z,177026294705100
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:42:24.008Z,177026294400800
"""Cam @ -CWFnEN9Li"" posts a big blind of 2",2026-02-05T03:42:19.456Z,177026293945611
"""grandpashortz @ b8EutyhaTC"" posts a small blind of 1",2026-02-05T03:42:19.456Z,177026293945610
"Your hand is 8♦, 5♥",2026-02-05T03:42:19.456Z,177026293945606
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (592) | #2 ""Megan @ YhjZMT3yjF"" (200) | #3 ""Peter @ YOLNz3ZCNR"" (329) | #4 ""Will @ AVS4WBKGHg"" (192) | #5 ""Ian @ yrSbbM5VuT"" (54) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (153) | #9 ""grandpashortz @ b8EutyhaTC"" (603) | #10 ""Cam @ -CWFnEN9Li"" (477)",2026-02-05T03:42:19.456Z,177026293945601
"-- starting hand #20 (id: xfwyclx4dcqx)  No Limit Texas Hold'em (dealer: ""stoneman42069666 @ 2YpVmUeLk7"") --",2026-02-05T03:42:19.456Z,177026293945600
"""grandpashortz @ b8EutyhaTC"" shows a 6♣, 9♦.",2026-02-05T03:42:17.359Z,177026293735900
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 5♦, A♥.",2026-02-05T03:42:16.669Z,177026293666900
"-- ending hand #19 --",2026-02-05T03:42:12.453Z,177026293245302
"""Cam @ -CWFnEN9Li"" collected 228 from pot with Two Pair, 6's & 2's (combination: Q♠, 2♥, 2♦, 6♦, 6♥)",2026-02-05T03:42:12.453Z,177026293245301
"""Cam @ -CWFnEN9Li"" shows a 2♥, 10♥.",2026-02-05T03:42:12.453Z,177026293245300
"""stoneman42069666 @ 2YpVmUeLk7"" calls 50",2026-02-05T03:42:11.634Z,177026293163400
"""Cam @ -CWFnEN9Li"" bets 50",2026-02-05T03:42:08.453Z,177026292845300
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:42:04.398Z,177026292439800
"River: 6♦, 2♦, 3♥, Q♠ [6♥]",2026-02-05T03:42:00.962Z,177026292096200
"""Cam @ -CWFnEN9Li"" checks",2026-02-05T03:42:00.117Z,177026292011700
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:41:59.053Z,177026291905300
"Turn: 6♦, 2♦, 3♥ [Q♠]",2026-02-05T03:41:55.678Z,177026291567800
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:41:54.849Z,177026291484900
"""stoneman42069666 @ 2YpVmUeLk7"" calls 42",2026-02-05T03:41:53.941Z,177026291394100
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:41:51.452Z,177026291145200
"""Will @ AVS4WBKGHg"" folds",2026-02-05T03:41:50.529Z,177026291052900
"""Cam @ -CWFnEN9Li"" raises to 42",2026-02-05T03:41:46.065Z,177026290606500
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:41:36.410Z,177026289641000
"""stoneman42069666 @ 2YpVmUeLk7"" bets 2",2026-02-05T03:41:33.838Z,177026289383800
"Flop:  [6♦, 2♦, 3♥]",2026-02-05T03:41:31.111Z,177026289111100
"""Will @ AVS4WBKGHg"" calls 8",2026-02-05T03:41:30.273Z,177026289027300
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:41:29.407Z,177026288940700
"""Cam @ -CWFnEN9Li"" calls 8",2026-02-05T03:41:23.881Z,177026288388100
"""grandpashortz @ b8EutyhaTC"" calls 8",2026-02-05T03:41:22.976Z,177026288297600
"""stoneman42069666 @ 2YpVmUeLk7"" calls 8",2026-02-05T03:41:17.159Z,177026287715900
"""Ian @ yrSbbM5VuT"" raises to 8",2026-02-05T03:41:14.785Z,177026287478500
"""Will @ AVS4WBKGHg"" calls 2",2026-02-05T03:41:07.551Z,177026286755100
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:41:06.644Z,177026286664400
"""Megan @ YhjZMT3yjF"" folds",2026-02-05T03:41:05.758Z,177026286575800
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:41:04.188Z,177026286418800
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:40:59.989Z,177026285998900
"""grandpashortz @ b8EutyhaTC"" posts a big blind of 2",2026-02-05T03:40:56.454Z,177026285645413
"""stoneman42069666 @ 2YpVmUeLk7"" posts a small blind of 1",2026-02-05T03:40:56.454Z,177026285645412
"Your hand is J♣, 7♠",2026-02-05T03:40:56.454Z,177026285645408
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (594) | #2 ""Megan @ YhjZMT3yjF"" (200) | #3 ""Peter @ YOLNz3ZCNR"" (329) | #4 ""Will @ AVS4WBKGHg"" (200) | #5 ""Ian @ yrSbbM5VuT"" (62) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (253) | #9 ""grandpashortz @ b8EutyhaTC"" (613) | #10 ""Cam @ -CWFnEN9Li"" (349)",2026-02-05T03:40:56.454Z,177026285645403
"-- starting hand #19 (id: evcbnmtpzqqi)  No Limit Texas Hold'em (dead button) --",2026-02-05T03:40:56.454Z,177026285645402
"The player ""Will @ AVS4WBKGHg"" joined the game with a stack of 200.",2026-02-05T03:40:56.454Z,177026285645401
"The player ""Megan @ YhjZMT3yjF"" joined the game with a stack of 200.",2026-02-05T03:40:56.454Z,177026285645400
"-- ending hand #18 --",2026-02-05T03:40:50.434Z,177026285043402
"""stoneman42069666 @ 2YpVmUeLk7"" collected 74 from pot with Two Pair, K's & 6's (combination: 9♣, 6♦, 6♠, K♥, K♦)",2026-02-05T03:40:50.434Z,177026285043401
"""stoneman42069666 @ 2YpVmUeLk7"" shows a 5♦, K♥.",2026-02-05T03:40:50.434Z,177026285043400
"""Cam @ -CWFnEN9Li"" calls 21",2026-02-05T03:40:49.625Z,177026284962500
"""stoneman42069666 @ 2YpVmUeLk7"" bets 21",2026-02-05T03:40:43.285Z,177026284328500
"River: 6♦, K♦, 3♥, 9♣ [6♠]",2026-02-05T03:40:31.554Z,177026283155400
"""Connor @ SgqM1BL9TF"" folds",2026-02-05T03:40:30.744Z,177026283074400
"""Cam @ -CWFnEN9Li"" calls 4",2026-02-05T03:40:03.636Z,177026280363600
"The admin approved the player ""Will @ AVS4WBKGHg"" participation with a stack of 200.",2026-02-05T03:40:02.742Z,177026280274200
"""stoneman42069666 @ 2YpVmUeLk7"" bets 4",2026-02-05T03:40:02.501Z,177026280250100
"The player ""Will @ AVS4WBKGHg"" requested a seat.",2026-02-05T03:40:00.949Z,177026280094900
"Turn: 6♦, K♦, 3♥ [9♣]",2026-02-05T03:39:56.275Z,177026279627500
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:39:55.464Z,177026279546400
"""stoneman42069666 @ 2YpVmUeLk7"" calls 4",2026-02-05T03:39:51.590Z,177026279159000
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:39:48.858Z,177026278885800
"""Connor @ SgqM1BL9TF"" calls 4",2026-02-05T03:39:38.390Z,177026277839000
"""Cam @ -CWFnEN9Li"" raises to 4",2026-02-05T03:39:34.827Z,177026277482700
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:39:31.914Z,177026277191400
"""stoneman42069666 @ 2YpVmUeLk7"" bets 2",2026-02-05T03:39:28.078Z,177026276807800
"Flop:  [6♦, K♦, 3♥]",2026-02-05T03:39:23.513Z,177026276351300
"""stoneman42069666 @ 2YpVmUeLk7"" checks",2026-02-05T03:39:22.669Z,177026276266900
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:39:19.191Z,177026275919100
"""Peter @ YOLNz3ZCNR"" calls 2",2026-02-05T03:39:18.312Z,177026275831200
"The admin approved the player ""Megan @ YhjZMT3yjF"" participation with a stack of 200.",2026-02-05T03:39:15.942Z,177026275594200
"The player ""Megan @ YhjZMT3yjF"" requested a seat.",2026-02-05T03:39:14.844Z,177026275484400
"""Connor @ SgqM1BL9TF"" calls 2",2026-02-05T03:39:11.501Z,177026275150100
"""Cam @ -CWFnEN9Li"" calls 2",2026-02-05T03:39:08.899Z,177026274889900
"""grandpashortz @ b8EutyhaTC"" calls 2",2026-02-05T03:39:07.895Z,177026274789500
"""stoneman42069666 @ 2YpVmUeLk7"" posts a big blind of 2",2026-02-05T03:39:03.801Z,177026274380111
"Dead Small Blind",2026-02-05T03:39:03.801Z,177026274380110
"Your hand is 7♦, J♥",2026-02-05T03:39:03.801Z,177026274380106
"Player stacks: #1 ""Connor @ SgqM1BL9TF"" (600) | #3 ""Peter @ YOLNz3ZCNR"" (331) | #5 ""Ian @ yrSbbM5VuT"" (62) | #8 ""stoneman42069666 @ 2YpVmUeLk7"" (210) | #9 ""grandpashortz @ b8EutyhaTC"" (617) | #10 ""Cam @ -CWFnEN9Li"" (380)",2026-02-05T03:39:03.801Z,177026274380103
"-- starting hand #18 (id: tcppmjmbvifq)  No Limit Texas Hold'em (dealer: ""Ian @ yrSbbM5VuT"") --",2026-02-05T03:39:03.801Z,177026274380102
"The player ""Will @ AVS4WBKGHg"" quits the game with a stack of 0.",2026-02-05T03:39:03.801Z,177026274380101
"The player ""Megan @ YhjZMT3yjF"" quits the game with a stack of 0.",2026-02-05T03:39:03.801Z,177026274380100
"-- ending hand #17 --",2026-02-05T03:38:57.781Z,177026273778102
"""Connor @ SgqM1BL9TF"" collected 130 from pot with Three of a Kind, J's (combination: 6♥, 10♦, J♥, J♦, J♣)",2026-02-05T03:38:57.781Z,177026273778101
"""Connor @ SgqM1BL9TF"" collected 422 from pot with Three of a Kind, J's (combination: 6♥, 10♦, J♥, J♦, J♣)",2026-02-05T03:38:57.781Z,177026273778100
"River: 2♠, J♦, J♣, 3♦ [10♦]",2026-02-05T03:38:53.777Z,177026273377700
"""Will @ AVS4WBKGHg"" shows a Q♦, Q♠.",2026-02-05T03:38:49.753Z,177026272975302
"""Megan @ YhjZMT3yjF"" shows a 5♦, 5♥.",2026-02-05T03:38:49.753Z,177026272975301
"""Connor @ SgqM1BL9TF"" shows a J♥, 6♥.",2026-02-05T03:38:49.753Z,177026272975300
"""Megan @ YhjZMT3yjF"" calls 72 and go all in",2026-02-05T03:38:48.943Z,177026272894300
"""Connor @ SgqM1BL9TF"" calls 137",2026-02-05T03:38:24.066Z,177026270406600
"""Will @ AVS4WBKGHg"" bets 137 and go all in",2026-02-05T03:38:22.559Z,177026270255900
"""Megan @ YhjZMT3yjF"" checks",2026-02-05T03:38:19.862Z,177026269986200
"Turn: 2♠, J♦, J♣ [3♦]",2026-02-05T03:38:17.844Z,177026269784400
"""Megan @ YhjZMT3yjF"" calls 59",2026-02-05T03:38:17.022Z,177026269702200
"""Peter @ YOLNz3ZCNR"" folds",2026-02-05T03:38:06.492Z,177026268649200
"""Connor @ SgqM1BL9TF"" calls 59",2026-02-05T03:38:03.909Z,177026268390900
"""Cam @ -CWFnEN9Li"" folds",2026-02-05T03:38:02.278Z,177026268227800
"""grandpashortz @ b8EutyhaTC"" folds",2026-02-05T03:38:01.314Z,177026268131400
"""stoneman42069666 @ 2YpVmUeLk7"" folds",2026-02-05T03:38:00.401Z,177026268040100
"""Will @ AVS4WBKGHg"" raises to 59",2026-02-05T03:37:56.967Z,177026267696700
"""Megan @ YhjZMT3yjF"" bets 10",2026-02-05T03:37:54.065Z,177026267406500
"Flop:  [2♠, J♦, J♣]",2026-02-05T03:37:47.758Z,177026266775800
"""Megan @ YhjZMT3yjF"" calls 4",2026-02-05T03:37:46.929Z,177026266692900
"""Ian @ yrSbbM5VuT"" folds",2026-02-05T03:37:45.524Z,177026266552400
"""Peter @ YOLNz3ZCNR"" calls 4",2026-02-05T03:37:43.271Z,177026266327100
"""Connor @ SgqM1BL9TF"" calls 4",2026-02-05T03:37:38.463Z,177026265846300
"""Cam @ -CWFnEN9Li"" calls 4",2026-02-05T03:37:36.282Z,177026265628200
"""grandpashortz @ b8EutyhaTC"" calls 4",2026-02-05T03:37:32.830Z,177026265283000
"""stoneman42069666 @ 2YpVmUeLk7"" calls 4",2026-02-05T03:37:26.674Z,177026264667400
